nhs_england_region,date,new_deaths_with_positive_test,cumulative_deaths_with_positive_test,new_deaths_without_positive_test,cumulative_deaths_without_positive_test,new_deaths_total,cumulative_deaths_total,data_subject_to_change
London,2022-04-01,16,18403,1,1542,17,19945,FALSE
London,2022-04-02,21,18424,0,1542,21,19966,FALSE
London,2022-04-03,20,18444,1,1543,21,19987,FALSE
London,2022-04-04,7,18451,3,1546,10,19997,FALSE
London,2022-04-05,22,18473,0,1546,22,20019,FALSE
London,2022-04-06,19,18492,2,1548,21,20040,FALSE
London,2022-04-07,19,18511,2,1550,21,20061,FALSE
London,2022-04-08,16,18527,0,1550,16,20077,FALSE
London,2022-04-09,15,18542,0,1550,15,20092,FALSE
London,2022-04-10,13,18555,0,1550,13,20105,FALSE
London,2022-04-11,17,18572,1,1551,18,20123,FALSE
London,2022-04-12,15,18587,2,1553,17,20140,FALSE
London,2022-04-13,20,18607,0,1553,20,20160,FALSE
London,2022-04-14,16,18623,1,1554,17,20177,FALSE
London,2022-04-15,10,18633,0,1554,10,20187,FALSE
London,2022-04-16,12,18645,1,1555,13,20200,FALSE
London,2022-04-17,13,18658,0,1555,13,20213,FALSE
London,2022-04-18,16,18674,1,1556,17,20230,FALSE
London,2022-04-19,13,18687,0,1556,13,20243,FALSE
London,2022-04-20,11,18698,1,1557,12,20255,FALSE
London,2022-04-21,11,18709,3,1560,14,20269,FALSE
London,2022-04-22,8,18717,1,1561,9,20278,FALSE
London,2022-04-23,19,18736,0,1561,19,20297,FALSE
London,2022-04-24,11,18747,1,1562,12,20309,FALSE
London,2022-04-25,9,18756,2,1564,11,20320,FALSE
London,2022-04-26,7,18763,0,1564,7,20327,FALSE
London,2022-04-27,8,18771,3,1567,11,20338,FALSE
London,2022-04-28,16,18787,0,1567,16,20354,FALSE
London,2022-04-29,5,18792,0,1567,5,20359,FALSE
London,2022-04-30,6,18798,0,1567,6,20365,FALSE
London,2022-05-01,12,18810,1,1568,13,20378,FALSE
London,2022-05-02,10,18820,0,1568,10,20388,FALSE
London,2022-05-03,11,18831,1,1569,12,20400,FALSE
London,2022-05-04,12,18843,2,1571,14,20414,FALSE
London,2022-05-05,11,18854,1,1572,12,20426,FALSE
London,2022-05-06,6,18860,1,1573,7,20433,FALSE
London,2022-05-07,7,18867,1,1574,8,20441,FALSE
London,2022-05-08,7,18874,0,1574,7,20448,FALSE
London,2022-05-09,5,18879,1,1575,6,20454,FALSE
London,2022-05-10,8,18887,3,1578,11,20465,FALSE
London,2022-05-11,1,18888,1,1579,2,20467,FALSE
London,2022-05-12,11,18899,1,1580,12,20479,FALSE
London,2022-05-13,12,18911,1,1581,13,20492,FALSE
London,2022-05-14,7,18918,1,1582,8,20500,FALSE
London,2022-05-15,3,18921,1,1583,4,20504,FALSE
London,2022-05-16,4,18925,0,1583,4,20508,FALSE
London,2022-05-17,4,18929,0,1583,4,20512,FALSE
London,2022-05-18,3,18932,0,1583,3,20515,FALSE
London,2022-05-19,3,18935,0,1583,3,20518,FALSE
London,2022-05-20,4,18939,0,1583,4,20522,FALSE
London,2022-05-21,10,18949,0,1583,10,20532,FALSE
London,2022-05-22,9,18958,0,1583,9,20541,FALSE
London,2022-05-23,6,18964,1,1584,7,20548,FALSE
London,2022-05-24,6,18970,0,1584,6,20554,FALSE
London,2022-05-25,3,18973,1,1585,4,20558,FALSE
London,2022-05-26,3,18976,0,1585,3,20561,FALSE
London,2022-05-27,9,18985,0,1585,9,20570,FALSE
London,2022-05-28,7,18992,0,1585,7,20577,FALSE
London,2022-05-29,3,18995,0,1585,3,20580,FALSE
London,2022-05-30,5,19000,0,1585,5,20585,FALSE
London,2022-05-31,5,19005,0,1585,5,20590,FALSE
London,2022-06-01,2,19007,0,1585,2,20592,FALSE
London,2022-06-02,7,19014,1,1586,8,20600,FALSE
London,2022-06-03,4,19018,0,1586,4,20604,FALSE
London,2022-06-04,6,19024,1,1587,7,20611,FALSE
London,2022-06-05,1,19025,1,1588,2,20613,FALSE
London,2022-06-06,4,19029,0,1588,4,20617,FALSE
London,2022-06-07,4,19033,0,1588,4,20621,FALSE
London,2022-06-08,6,19039,0,1588,6,20627,FALSE
London,2022-06-09,6,19045,0,1588,6,20633,FALSE
London,2022-06-10,4,19049,0,1588,4,20637,FALSE
London,2022-06-11,7,19056,0,1588,7,20644,FALSE
London,2022-06-12,1,19057,0,1588,1,20645,FALSE
London,2022-06-13,4,19061,0,1588,4,20649,FALSE
London,2022-06-14,4,19065,0,1588,4,20653,FALSE
London,2022-06-15,3,19068,1,1589,4,20657,FALSE
London,2022-06-16,7,19075,0,1589,7,20664,FALSE
London,2022-06-17,4,19079,0,1589,4,20668,FALSE
London,2022-06-18,6,19085,0,1589,6,20674,FALSE
London,2022-06-19,2,19087,0,1589,2,20676,FALSE
London,2022-06-20,1,19088,0,1589,1,20677,FALSE
London,2022-06-21,5,19093,1,1590,6,20683,FALSE
London,2022-06-22,3,19096,0,1590,3,20686,FALSE
London,2022-06-23,4,19100,0,1590,4,20690,TRUE
London,2022-06-24,1,19101,0,1590,1,20691,TRUE
London,2022-06-25,1,19102,0,1590,1,20692,TRUE
London,2022-06-26,0,19102,0,1590,0,20692,TRUE
London,2022-06-27,0,19102,0,1590,0,20692,TRUE
Midlands,2020-02-29,0,0,0,0,0,0,FALSE
Midlands,2020-03-01,0,0,0,0,0,0,FALSE
Midlands,2020-03-02,0,0,0,0,0,0,FALSE
Midlands,2020-03-03,1,1,0,0,1,1,FALSE
Midlands,2020-03-04,0,1,0,0,0,1,FALSE
Midlands,2020-03-05,0,1,0,0,0,1,FALSE
Midlands,2020-03-06,0,1,0,0,0,1,FALSE
Midlands,2020-03-07,0,1,0,0,0,1,FALSE
Midlands,2020-03-08,2,3,0,0,2,3,FALSE
Midlands,2020-03-09,1,4,0,0,1,4,FALSE
Midlands,2020-03-10,0,4,0,0,0,4,FALSE
Midlands,2020-03-11,2,6,0,0,2,6,FALSE
Midlands,2020-03-12,6,12,0,0,6,12,FALSE
Midlands,2020-03-13,5,17,0,0,5,17,FALSE
Midlands,2020-03-14,4,21,0,0,4,21,FALSE
Midlands,2020-03-15,5,26,0,0,5,26,FALSE
Midlands,2020-03-16,11,37,0,0,11,37,FALSE
Midlands,2020-03-17,8,45,0,0,8,45,FALSE
Midlands,2020-03-18,13,58,0,0,13,58,FALSE
Midlands,2020-03-19,8,66,0,0,8,66,FALSE
Midlands,2020-03-20,28,94,0,0,28,94,FALSE
Midlands,2020-03-21,13,107,0,0,13,107,FALSE
Midlands,2020-03-22,31,138,0,0,31,138,FALSE
Midlands,2020-03-23,33,171,0,0,33,171,FALSE
Midlands,2020-03-24,41,212,0,0,41,212,FALSE
Midlands,2020-03-25,48,260,0,0,48,260,FALSE
Midlands,2020-03-26,64,324,0,0,64,324,FALSE
Midlands,2020-03-27,72,396,0,0,72,396,FALSE
Midlands,2020-03-28,89,485,0,0,89,485,FALSE
Midlands,2020-03-29,92,577,0,0,92,577,FALSE
Midlands,2020-03-30,90,667,0,0,90,667,FALSE
Midlands,2020-03-31,123,790,1,1,124,791,FALSE
Midlands,2020-04-01,140,930,0,1,140,931,FALSE
Midlands,2020-04-02,142,1072,0,1,142,1073,FALSE
Midlands,2020-04-03,124,1196,0,1,124,1197,FALSE
Midlands,2020-04-04,151,1347,0,1,151,1348,FALSE
Midlands,2020-04-05,164,1511,2,3,166,1514,FALSE
Midlands,2020-04-06,140,1651,0,3,140,1654,FALSE
Midlands,2020-04-07,123,1774,0,3,123,1777,FALSE
Midlands,2020-04-08,186,1960,1,4,187,1964,FALSE
Midlands,2020-04-09,140,2100,0,4,140,2104,FALSE
Midlands,2020-04-10,127,2227,0,4,127,2231,FALSE
Midlands,2020-04-11,142,2369,0,4,142,2373,FALSE
Midlands,2020-04-12,139,2508,1,5,140,2513,FALSE
Midlands,2020-04-13,121,2629,0,5,121,2634,FALSE
Midlands,2020-04-14,116,2745,0,5,116,2750,FALSE
Midlands,2020-04-15,147,2892,0,5,147,2897,FALSE
Midlands,2020-04-16,102,2994,0,5,102,2999,FALSE
Midlands,2020-04-17,118,3112,0,5,118,3117,FALSE
Midlands,2020-04-18,115,3227,0,5,115,3232,FALSE
Midlands,2020-04-19,93,3320,0,5,93,3325,FALSE
Midlands,2020-04-20,107,3427,1,6,108,3433,FALSE
Midlands,2020-04-21,87,3514,0,6,87,3520,FALSE
Midlands,2020-04-22,78,3592,0,6,78,3598,FALSE
Midlands,2020-04-23,103,3695,0,6,103,3701,FALSE
Midlands,2020-04-24,79,3774,4,10,83,3784,FALSE
Midlands,2020-04-25,72,3846,2,12,74,3858,FALSE
Midlands,2020-04-26,81,3927,6,18,87,3945,FALSE
Midlands,2020-04-27,74,4001,8,26,82,4027,FALSE
Midlands,2020-04-28,68,4069,5,31,73,4100,FALSE
Midlands,2020-04-29,53,4122,7,38,60,4160,FALSE
Midlands,2020-04-30,56,4178,1,39,57,4217,FALSE
Midlands,2020-05-01,65,4243,4,43,69,4286,FALSE
Midlands,2020-05-02,51,4294,4,47,55,4341,FALSE
Midlands,2020-05-03,52,4346,2,49,54,4395,FALSE
Midlands,2020-05-04,61,4407,9,58,70,4465,FALSE
Midlands,2020-05-05,59,4466,2,60,61,4526,FALSE
Midlands,2020-05-06,59,4525,7,67,66,4592,FALSE
Midlands,2020-05-07,48,4573,4,71,52,4644,FALSE
Midlands,2020-05-08,34,4607,7,78,41,4685,FALSE
Midlands,2020-05-09,37,4644,3,81,40,4725,FALSE
Midlands,2020-05-10,42,4686,3,84,45,4770,FALSE
Midlands,2020-05-11,33,4719,2,86,35,4805,FALSE
Midlands,2020-05-12,45,4764,11,97,56,4861,FALSE
Midlands,2020-05-13,40,4804,5,102,45,4906,FALSE
Midlands,2020-05-14,39,4843,2,104,41,4947,FALSE
Midlands,2020-05-15,40,4883,3,107,43,4990,FALSE
Midlands,2020-05-16,34,4917,5,112,39,5029,FALSE
Midlands,2020-05-17,31,4948,2,114,33,5062,FALSE
Midlands,2020-05-18,37,4985,7,121,44,5106,FALSE
Midlands,2020-05-19,35,5020,9,130,44,5150,FALSE
Midlands,2020-05-20,36,5056,1,131,37,5187,FALSE
Midlands,2020-05-21,32,5088,6,137,38,5225,FALSE
Midlands,2020-05-22,27,5115,3,140,30,5255,FALSE
Midlands,2020-05-23,34,5149,2,142,36,5291,FALSE
Midlands,2020-05-24,20,5169,4,146,24,5315,FALSE
Midlands,2020-05-25,26,5195,2,148,28,5343,FALSE
Midlands,2020-05-26,33,5228,0,148,33,5376,FALSE
Midlands,2020-05-27,29,5257,1,149,30,5406,FALSE
Midlands,2020-05-28,28,5285,2,151,30,5436,FALSE
Midlands,2020-05-29,20,5305,4,155,24,5460,FALSE
Midlands,2020-05-30,21,5326,4,159,25,5485,FALSE
Midlands,2020-05-31,22,5348,5,164,27,5512,FALSE
Midlands,2020-06-01,20,5368,3,167,23,5535,FALSE
Midlands,2020-06-02,22,5390,3,170,25,5560,FALSE
Midlands,2020-06-03,24,5414,5,175,29,5589,FALSE
Midlands,2020-06-04,16,5430,3,178,19,5608,FALSE
Midlands,2020-06-05,21,5451,4,182,25,5633,FALSE
Midlands,2020-06-06,20,5471,4,186,24,5657,FALSE
Midlands,2020-06-07,17,5488,4,190,21,5678,FALSE
Midlands,2020-06-08,16,5504,3,193,19,5697,FALSE
Midlands,2020-06-09,18,5522,1,194,19,5716,FALSE
Midlands,2020-06-10,15,5537,6,200,21,5737,FALSE
Midlands,2020-06-11,13,5550,2,202,15,5752,FALSE
Midlands,2020-06-12,12,5562,2,204,14,5766,FALSE
Midlands,2020-06-13,6,5568,2,206,8,5774,FALSE
Midlands,2020-06-14,18,5586,3,209,21,5795,FALSE
Midlands,2020-06-15,12,5598,3,212,15,5810,FALSE
Midlands,2020-06-16,15,5613,2,214,17,5827,FALSE
Midlands,2020-06-17,11,5624,2,216,13,5840,FALSE
Midlands,2020-06-18,15,5639,3,219,18,5858,FALSE
Midlands,2020-06-19,10,5649,3,222,13,5871,FALSE
Midlands,2020-06-20,15,5664,2,224,17,5888,FALSE
Midlands,2020-06-21,14,5678,1,225,15,5903,FALSE
Midlands,2020-06-22,14,5692,1,226,15,5918,FALSE
Midlands,2020-06-23,16,5708,1,227,17,5935,FALSE
Midlands,2020-06-24,15,5723,1,228,16,5951,FALSE
Midlands,2020-06-25,19,5742,0,228,19,5970,FALSE
Midlands,2020-06-26,5,5747,3,231,8,5978,FALSE
Midlands,2020-06-27,5,5752,2,233,7,5985,FALSE
Midlands,2020-06-28,7,5759,0,233,7,5992,FALSE
Midlands,2020-06-29,6,5765,2,235,8,6000,FALSE
Midlands,2020-06-30,6,5771,3,238,9,6009,FALSE
Midlands,2020-07-01,7,5778,1,239,8,6017,FALSE
Midlands,2020-07-02,10,5788,0,239,10,6027,FALSE
Midlands,2020-07-03,4,5792,1,240,5,6032,FALSE
Midlands,2020-07-04,4,5796,0,240,4,6036,FALSE
Midlands,2020-07-05,6,5802,1,241,7,6043,FALSE
Midlands,2020-07-06,5,5807,0,241,5,6048,FALSE
Midlands,2020-07-07,3,5810,1,242,4,6052,FALSE
Midlands,2020-07-08,5,5815,1,243,6,6058,FALSE
Midlands,2020-07-09,9,5824,0,243,9,6067,FALSE
Midlands,2020-07-10,3,5827,2,245,5,6072,FALSE
Midlands,2020-07-11,0,5827,1,246,1,6073,FALSE
Midlands,2020-07-12,5,5832,0,246,5,6078,FALSE
Midlands,2020-07-13,1,5833,0,246,1,6079,FALSE
Midlands,2020-07-14,1,5834,2,248,3,6082,FALSE
Midlands,2020-07-15,6,5840,1,249,7,6089,FALSE
Midlands,2020-07-16,2,5842,0,249,2,6091,FALSE
Midlands,2020-07-17,3,5845,2,251,5,6096,FALSE
Midlands,2020-07-18,3,5848,1,252,4,6100,FALSE
Midlands,2020-07-19,3,5851,0,252,3,6103,FALSE
Midlands,2020-07-20,3,5854,0,252,3,6106,FALSE
Midlands,2020-07-21,1,5855,1,253,2,6108,FALSE
Midlands,2020-07-22,2,5857,0,253,2,6110,FALSE
Midlands,2020-07-23,6,5863,1,254,7,6117,FALSE
Midlands,2020-07-24,1,5864,1,255,2,6119,FALSE
Midlands,2020-07-25,4,5868,0,255,4,6123,FALSE
Midlands,2020-07-26,4,5872,2,257,6,6129,FALSE
Midlands,2020-07-27,5,5877,1,258,6,6135,FALSE
Midlands,2020-07-28,1,5878,0,258,1,6136,FALSE
Midlands,2020-07-29,1,5879,2,260,3,6139,FALSE
Midlands,2020-07-30,1,5880,2,262,3,6142,FALSE
Midlands,2020-07-31,2,5882,1,263,3,6145,FALSE
Midlands,2020-08-01,0,5882,1,264,1,6146,FALSE
Midlands,2020-08-02,1,5883,0,264,1,6147,FALSE
Midlands,2020-08-03,2,5885,0,264,2,6149,FALSE
Midlands,2020-08-04,1,5886,0,264,1,6150,FALSE
Midlands,2020-08-05,1,5887,0,264,1,6151,FALSE
Midlands,2020-08-06,0,5887,0,264,0,6151,FALSE
Midlands,2020-08-07,3,5890,0,264,3,6154,FALSE
Midlands,2020-08-08,2,5892,2,266,4,6158,FALSE
Midlands,2020-08-09,0,5892,0,266,0,6158,FALSE
Midlands,2020-08-10,0,5892,1,267,1,6159,FALSE
Midlands,2020-08-11,2,5894,0,267,2,6161,FALSE
Midlands,2020-08-12,0,5894,1,268,1,6162,FALSE
Midlands,2020-08-13,0,5894,1,269,1,6163,FALSE
Midlands,2020-08-14,0,5894,1,270,1,6164,FALSE
Midlands,2020-08-15,1,5895,1,271,2,6166,FALSE
Midlands,2020-08-16,0,5895,2,273,2,6168,FALSE
Midlands,2020-08-17,0,5895,0,273,0,6168,FALSE
Midlands,2020-08-18,0,5895,1,274,1,6169,FALSE
Midlands,2020-08-19,0,5895,1,275,1,6170,FALSE
Midlands,2020-08-20,0,5895,1,276,1,6171,FALSE
Midlands,2020-08-21,1,5896,0,276,1,6172,FALSE
Midlands,2020-08-22,0,5896,0,276,0,6172,FALSE
Midlands,2020-08-23,0,5896,0,276,0,6172,FALSE
Midlands,2020-08-24,0,5896,0,276,0,6172,FALSE
Midlands,2020-08-25,2,5898,2,278,4,6176,FALSE
Midlands,2020-08-26,3,5901,0,278,3,6179,FALSE
Midlands,2020-08-27,2,5903,1,279,3,6182,FALSE
Midlands,2020-08-28,1,5904,0,279,1,6183,FALSE
Midlands,2020-08-29,0,5904,0,279,0,6183,FALSE
Midlands,2020-08-30,2,5906,0,279,2,6185,FALSE
Midlands,2020-08-31,1,5907,1,280,2,6187,FALSE
Midlands,2020-09-01,0,5907,0,280,0,6187,FALSE
Midlands,2020-09-02,2,5909,0,280,2,6189,FALSE
Midlands,2020-09-03,0,5909,0,280,0,6189,FALSE
Midlands,2020-09-04,0,5909,0,280,0,6189,FALSE
Midlands,2020-09-05,0,5909,0,280,0,6189,FALSE
Midlands,2020-09-06,1,5910,0,280,1,6190,FALSE
Midlands,2020-09-07,1,5911,0,280,1,6191,FALSE
Midlands,2020-09-08,3,5914,0,280,3,6194,FALSE
Midlands,2020-09-09,0,5914,0,280,0,6194,FALSE
Midlands,2020-09-10,1,5915,0,280,1,6195,FALSE
Midlands,2020-09-11,1,5916,2,282,3,6198,FALSE
Midlands,2020-09-12,2,5918,1,283,3,6201,FALSE
Midlands,2020-09-13,4,5922,0,283,4,6205,FALSE
Midlands,2020-09-14,1,5923,0,283,1,6206,FALSE
Midlands,2020-09-15,2,5925,0,283,2,6208,FALSE
Midlands,2020-09-16,3,5928,0,283,3,6211,FALSE
Midlands,2020-09-17,2,5930,1,284,3,6214,FALSE
Midlands,2020-09-18,5,5935,1,285,6,6220,FALSE
Midlands,2020-09-19,2,5937,1,286,3,6223,FALSE
Midlands,2020-09-20,7,5944,0,286,7,6230,FALSE
Midlands,2020-09-21,3,5947,1,287,4,6234,FALSE
Midlands,2020-09-22,5,5952,1,288,6,6240,FALSE
Midlands,2020-09-23,10,5962,0,288,10,6250,FALSE
Midlands,2020-09-24,7,5969,0,288,7,6257,FALSE
Midlands,2020-09-25,4,5973,0,288,4,6261,FALSE
Midlands,2020-09-26,5,5978,0,288,5,6266,FALSE
Midlands,2020-09-27,9,5987,1,289,10,6276,FALSE
Midlands,2020-09-28,6,5993,0,289,6,6282,FALSE
Midlands,2020-09-29,4,5997,0,289,4,6286,FALSE
Midlands,2020-09-30,5,6002,0,289,5,6291,FALSE
Midlands,2020-10-01,8,6010,1,290,9,6300,FALSE
Midlands,2020-10-02,7,6017,0,290,7,6307,FALSE
Midlands,2020-10-03,6,6023,0,290,6,6313,FALSE
Midlands,2020-10-04,7,6030,1,291,8,6321,FALSE
Midlands,2020-10-05,6,6036,0,291,6,6327,FALSE
Midlands,2020-10-06,5,6041,1,292,6,6333,FALSE
Midlands,2020-10-07,9,6050,2,294,11,6344,FALSE
Midlands,2020-10-08,8,6058,0,294,8,6352,FALSE
Midlands,2020-10-09,7,6065,0,294,7,6359,FALSE
Midlands,2020-10-10,2,6067,1,295,3,6362,FALSE
Midlands,2020-10-11,15,6082,1,296,16,6378,FALSE
Midlands,2020-10-12,7,6089,1,297,8,6386,FALSE
Midlands,2020-10-13,16,6105,2,299,18,6404,FALSE
Midlands,2020-10-14,13,6118,2,301,15,6419,FALSE
Midlands,2020-10-15,11,6129,1,302,12,6431,FALSE
Midlands,2020-10-16,18,6147,0,302,18,6449,FALSE
Midlands,2020-10-17,25,6172,2,304,27,6476,FALSE
Midlands,2020-10-18,11,6183,3,307,14,6490,FALSE
Midlands,2020-10-19,14,6197,0,307,14,6504,FALSE
Midlands,2020-10-20,19,6216,2,309,21,6525,FALSE
Midlands,2020-10-21,15,6231,3,312,18,6543,FALSE
Midlands,2020-10-22,34,6265,1,313,35,6578,FALSE
Midlands,2020-10-23,32,6297,2,315,34,6612,FALSE
Midlands,2020-10-24,25,6322,2,317,27,6639,FALSE
Midlands,2020-10-25,30,6352,1,318,31,6670,FALSE
Midlands,2020-10-26,33,6385,1,319,34,6704,FALSE
Midlands,2020-10-27,38,6423,0,319,38,6742,FALSE
Midlands,2020-10-28,30,6453,1,320,31,6773,FALSE
